ID,text,target,stance,sarcasm,sentiment
2568,شايفين اللي قاعدين نوصله بالتقنيه ؟  والتطور التقني السريع عبر التحول الرقمي للجهات الحكومية وتعزيز ريادتنا العالمية تقنياً #ليب22 ,Digital Transformation,Favor,No,Positive
2570,هناك أنشطة كاملة ستتأثر عبر هذا التحول التقني..  كمحلات القرطاسية  واللوازم المدرسية والتي ستحل البرامج بدلا عنها..   ومحلات التصوير والتي سيكون QRCode وملفات ال PDF وغيرهم كلمتها..  وستكون نهايتهما شبيهة بنهاية محلات تحميض الفيديو قبل عقدين من الزمن ,Digital Transformation,Against,No,Negative
2573, على قد ما بفرح للسعودين بالخدمات والتطور في التحول الالكتروني على قد ما بزعل على وضع مصر اللي هو انا جدتت رخصة السواقة الاسبوع اللي فات من ابلكيشن ابشر في اقل من ٢٠ ثانية ووصلتني النهاردة في البريد والموضوع كان في مصر تجربة لزيارة جهنم والتعامل ,Digital Transformation,Favor,No,Positive
2574,خدمات هيئة الكهرباء والماء كانت متميزة لغاية ما صار التحول الإلكتروني  وبدأ الانحدار,Digital Transformation,Against,No,Negative
2575,نسأل الله أن يبارك في هذه الخطوة التنموية الهامة وأن ينفع بها وطننا الغالي وأبناءه الذين هم عِماد نهضته وازدهاره .   فمن المتوقع أن يسهم هذا التحول في زيادة الطاقة الاستيعابية  وزيادة تخصصات تقنية وفنيَّة جديدة لمواكبة الطلب المتزايد على برامج التدريب التقني.,Digital Transformation,Favor,No,Positive
2576,لو كان رئيس مجلس الوزراء جاد في تطبيق مفهموم الحكومة الالكترونية حقا  لشكل فريق عمل لتقييم و تطوير ومتابعة وتذليل كافة الصعوبات على ارض الواقع لأجل التحول الالكتروني وتسهيل عمل #تطبيق_سهل  ولكن يبقى الواقع على ماهو عليه ومكانك سر!!,Digital Transformation,Against,No,Negative
2577,#لا_للتطعيم_الاجباري55 احذروو تطعيم الاطفال خطر اللقاح اكبر من خطر كورونا عليهم الحالة تحت أخذت الخطوة الي عنايه المركزة  سبب تطعيهم ليس حمايه لهم بل اعتقاد غير مؤكد أن اللقاح يوقف العدوى  أيضا لن نصل لنسبة ٧٠٪ بدون تلقيح الاطفال ١١ سنه واقل حاليا وصلنا ٥٠٪ تقريبا من الشعب ,Covid Vaccine,Against,No,Negative
2578,  يعطيكم العافية على التحول الإلكتروني لكن حيصيرلي شهر وأنا أحاول أخلص الأمور,Digital Transformation,Favor,No,Neutral
2579,#التحول_الرقمي  #الحكومة_الذكية  أحد الجهات التي تدعي التحول الرقمي رفعت لهم ايميل طلب دعم فني لوجود خلل في نموذجهم الالكتروني... كان ردهم برسالة فيها(١٨ طلب )و٦ مستندات  مطلوبة مني ينقصها ملف أخضر علاقي... رغم أني جميع هذه البيانات والمستندات بقاعدة بياناتهم محفوظة.. كيف الحال..,Digital Transformation,Against,No,Negative
2580,مجلس الوزراء يعتمد تشريعات تنظم التحول الإلكتروني لـ «الكاتب العدل» ,Digital Transformation,,No,Neutral
2581,   أنا عندي خبره .. بس ويش المطلوب بالتحديد؟! فكل القضية هو التحول الإلكتروني للتعاملات الحكومية مستقبلا وهذا فيه نقلة كبيرة منها سهولة الحفظ وسرعة الإنجاز ودقة الإجراءات وصعوبة التلاعب والسيطرة على الفساد فمستقبلا لن يكون ه,Digital Transformation,Favor,No,Positive
2582,     عبيد الحكومة بيقولون وااااو تحول رقمي يعز الحكوووومه بس هذا التحول الرقمي الي مزعجينا فيه,Digital Transformation,Against,No,Negative
2583,#لا_للتطعيم_الاجباري70  بريطانيا تحجم عن تطعيم اليافعين ضد كورونا ,Covid Vaccine,Against,No,Neutral
2584,#لا_للتطعيم_الاجباري٢٢ تطعيم ما شفت منه اي فايدة كل الي حولي تطعموا رجع جاهم كورونا ...تجبرونا ع شي تجريبي وشفنا نتايجه ع ارض الواقع ما ادى لشيء ع اي اساس نجبر؟,Covid Vaccine,Against,No,Neutral
2585,نبارك للدكتورة فهدة السديري هذا التعيين ماشاءالله وخطوة رائعة من أجل المزيد من تمكين المرأة السعودية ,Women empowerment,Favor,No,Positive
2588, التحول الالكتروني بالكامل في التعاملات قد يكون كارثة يوماً ما,Digital Transformation,Against,No,Negative
2589,#التطعيم ضد فيروس #كورونا هو السبيل بعد لطف الله للخروج من الجائحة..  نجحت #جبل_طارق في تطعيم 95% من السكان البالغ عددهم 32 ألف نسمة وتم رفع أغلب الإجراءات الاحترازية والعودة للحياة الطبيعية تقريباً وتتطلع الدولة لاستقبال السياح في الصيف.  #نعم_للتطعيم زر علامة الاختيار  ,Covid Vaccine,Favor,No,Positive
2590,  لا نزال ولله الحمد   بالسعودية تحديداً متقدمين ع جميع الدول العربية   خصوصاً في مجال التحول الالكتروني بل سبقنا دول الغرب فيها ..   وايضاً متقدمين في حقوق الإنسان وما حصل في ازمة كورونا خير شاهد .. رفع ظهر اليد,Digital Transformation,Favor,No,Positive
2591,التحول التقني في #السعودية واستخدام التطبيقات في الخدمات رائع ومميز   ومستوى تعامل المواطنين والمقيمين معه خلال أزمة #كورونا ارتفع بشكل ملحوظ   مما يحفز لتحول كبير في استراتيجيات منشآت القطاع الخاص لتقديم الخدمات عبر التقنية بشكل أوسع بعد زوال الأزمة الصحية العالمية.,Digital Transformation,Favor,No,Positive
2592,#التقنية أصبحت ضرورة ملحة بسبب #كورونا فالكثير من التعاملات الورقية تم الاستغناء عنها بسرعة و أغلب الاعمال أصبحت تدار عبر #العمل_عن_بعد والتعليم أيضا كل هذا تم بعد توفيق الله ثم بما تتمتع به مؤسساتنا الحكومية والخاصة من بنية تحتية خولتها ان تسابق #التحول_التقني في سنة التحول ٢٠٢٠,Digital Transformation,Favor,No,Positive
2593,"إيمانًا بدورها الفاعل في رحلة التحول الرقمي، وتحفيزًا لاستمرار تمكينها؛ تأتي ""جائزة تمكين المرأة في قطاع الاتصالات وتقنية المعلومات"" لتحقيق أهداف التنمية المستدامة كإحدى مبادرات التنوع والشمولية  #قائدات_التقنية ",Women empowerment,Favor,No,Positive
2594,في عالم يتقدم بسرعة نحو التحول الرقمي بالكامل   تعد رسائل البريد الإلكتروني جزءًا لا يمكن الاستغناء عنه في حياتنا العملية. يتم إرسال جميع رسائلنا الأساسية وإيجازات المهام والبيانات الرسمية والإعلانات وما إلى ذلك عبر البريد الإلكتروني.  #Android #Gmail   ,Digital Transformation,Favor,No,Negative
2595, وجه مفكرطيب انتهينا من كورونا وطلع لنا هالمتحورات وقالو لنا التطعيمات ماتمنع الاصابة بالمتحور وش الفايدة ممكن تخبروني! بيطعموكم ثالثة وعاشره على كل متحور تطعيم وعادي!,Covid Vaccine,Against,No,Negative
2596, يحمي من شنو بالضبط! وناخذ تطعيم واحنا سليمين ليه! وعساها واقفة على وحدة او ثنتين او كورونا بس! طيب دام حنا واصلين للمتحورات والتطعيمة الثالثة ياليت تريحونا من سالفة الحماية لان ماراح تفيد واحنا عارفين وانتو عارفين انها مش واقفة على تطعيمتين! وشكراً,Covid Vaccine,Against,No,Neutral
2597,التحول الإلكتروني في الخدمات الصحية يساهم بشكل كبير في تعزيز صحة الفرد وتسهيل العملية العلاجية  وهالشيء كان أثره واضح في التعامل مع جائحة كورونا في المملكة العربية السعودية ,Digital Transformation,Favor,No,Positive
2599,  التحول الالكتروني الشامل هو الحل  حاسب الموظف في عدم إنجازه للمعاملات ولو ينجزها من البيت وليس في نظام الحضور والانصراف,Digital Transformation,Favor,No,Positive
2600,   انا فقدت اخوي بسبب علاج كورونا  واقول انها خدعه  لا لبسنا كمام ولا اخذنا تطعيم,Covid Vaccine,Against,No,Negative
2601,اشتراك النساء في مواقع متقدمة من صناعة القرار ليست هبه بل هيا ضرورة قصوى لإرساء دعائم ألأمن والسلام . #تمكين_المرأة  #اليمن. ⁦#UNWomen⁩  ⁦#OSESGY⁩ ⁦#GroupofNine⁩   ⁦#WoVoicesofPeace⁩ ⁦#LEAPYemen⁩  ⁦#JapanGov⁩ ,Women empowerment,Favor,No,Positive
2602,قد تلومهم وتعذرهم في نفس الوقت   القطاع التقني في تسارع رهيب ومتغير ما إن تعتاد على تقنية جاءت الأخرى تنسخها   المخيف في الأمر أن بعض الأميين يكونوا أصحاب قرار ويقفوا صخرة أمام التحول التقني وتغير العمليات التقليدية ,Digital Transformation,Favor,No,Positive
2603,الوطن يفخر بكن 🇸🇦   #يوم_المراه_العالمي  #تمكين_المرأة  #المرأة_السعودية #المرأة_نصف_المجتمع    ,Women empowerment,Favor,No,Positive
2605, ترى أزعجتنا مسوي نفسك فاهم  وبس ماعندك مؤامرة ومؤامرة مو كل من رفض التطعيم  يعني مؤمن بالمؤامرة احنا ناس خايفين من الآثار الجانبية  كورونا مايستحق هذا التهويل الاعلامي  والحين مقبلين على تطعيم الأطفال حدث العاقل بما يعقل! وراح يصير تطعيم سنوي ليش؟ اعترفوا انها انفلونزا!,Covid Vaccine,Against,No,Negative
2606,  روح طعم عيالك وشوف شيصير فيهم عشان شنو؟ عشان انفلونزا! عشان شنو؟ عشان نسبة شفاء ٩٩.٦ ٪ عشان شنو؟ عشان جرعة ورى جرعة ورى جرعة وماراح تخلص! عفوًا أخوي متى تستوعب حجم كذبة كورونا؟ الوفيات من كورونا كلها تحصل بالمستشفيات! شنو يسوون لهم؟ العلم عند الله! تأكد لا تطعيم ولا غيره يحميك,Covid Vaccine,Against,No,Negative
2607, تمكين المرأة على حساب الرجل,Women empowerment,Against,No,Negative
2608, هل نحن بحاجة الى ٢٢٩ الف موظف في القطاع الحكومي؟! رواتب هذا العدد الهائل تستنزف من خيرات البلد ومنذ ٢٠١٥ حملنا الاجيال القادمة الكثير من الديون لاجل تغطية هذه الرواتب. اتوقع من خلال التحول الالكتروني بالامكان تقليص العدد بنسبة ٧٠٪ على الاقل.,Digital Transformation,Favor,No,Neutral
2609,"تعيين قاضية هنا، وربما وزيرة هناك أمر لا يخدم النساء في شيء بقدر ما تستفيد السلطة من الترويج المستمر لخطة ""تمكين المرأة"" أو بمعنى أصح "" التلميع الدولي لوضع وهمي عن حقوق النساء"" ، فالسلطة التي تمنح امرأة ما منصبا من باب التمكين، هي ذاتها التي تحرم النساء بالجملة من أبسط حقوقهن!",Women empowerment,Favor,No,Negative
2610,التحول الرقمي السريع والسباق في السعودية يخلينا نتوقع انعدام الصرافات خلال 8 سنوات وهذا ماتسعى له أغلب دول العالم تحول رقمي سريع ومثالي ,Digital Transformation,Favor,No,Positive
2612,الضغط واسترجاع الكرة في ملعب المنافس ثم التحول الهجومي السريع ولكن يظهر  الجانب  التقني لخدمة التكتيك برونو لم يسيطر على الكرة كرة القدم️ وكانت هجمة تشكل فرصة للاختراق تفاصيل مهمةزر علامة الاختيارمذكرة ,Digital Transformation,,No,Positive
2613, شو الاثار الجانبيه  يالله فيدنا كل  خذووو حمى مثلا عادي ردت  فعل الجسم كبار خذو مو لازم له اثار  جسم عم جسم يختلف كاي لقاح خذتو عيل وانتو صغار تطعيم لو كنا بهل عقليات  للبوم العالم تموت من شلل اطفال والحصبه,Covid Vaccine,Favor,Yes,Neutral
2614, الناس الي يصيحون تقدرون ترجعون كهوفكم وتعيشون فيها هناك  اذا ماتبون تمكين المراة بمختلف المجالات انقلعوا دوروا لكم مكان ثاني تعيشون فيه,Women empowerment,Favor,No,Neutral
2615,    كيف مع التمكين وضد عملها كقاضية؟؟؟ ترا تناقض نفسك كذا  عموما محد مهتم لنظرتك كلنا فخورين وندعم تمكين المرأة الي قاعد يصير بكل المجالات,Women empowerment,Favor,No,Positive
2616,"( رؤية الإبصار، العزيمة ، الأحلام ) الرؤية تمثل تحقيق سنوات انتظار كانت مثل الحلم! تمكين المرأة في مجالات لا تعد ولا تُحصى، الازدهار في التنمية، تغيير مفهوم الترفية تغيراً جذري. الرؤية هي طريقنا للمستقبل المشرق قلب أبيض ""طموحُنا عنانَ السماءِ""  #رؤية_2030_واقع_يتحقق",Women empowerment,Favor,No,Positive
2617,وأخيرًا خذت الجرعة التنشيطية .. الحمدلله أيدي مطويةلون بشرة متوسط ​​إلى فاتح ,Covid Vaccine,Favor,No,Positive
2618,  لإنه يتحور ويرجع لك بنسخة جديدة القديمة خلاص تمنع جسمك منها  لقاح انفلونزا يتغير كل سنة لإن الفيروس نفسه يتغير.. عشان كذا لازم تطعيم سنوي,Covid Vaccine,Favor,No,Neutral
2619, هم لا يخافون بل يرتعبون. فكره تمكين المرأه وفي المجتمع تقضى على الشكل الهرمي الذى يعتمد عليه الطواغيت كوسيله من وسائل السيطره على المجتمع.,Women empowerment,Favor,No,Negative
2621,#التطعيم_هو_الحل  امريكا بعد تطعيم ٨٠ مليون شخص تطعيم تام نسبة اللي جالهم كورونا منهم حوالي ٥٠٠٠ واحد  نسبة اللي احتاجوا مستشفيات منهم اقل من ٤٠٠ مريض   نسبة الوفيات من الكورونا فيهم  =  (كنسبة) صفر  سامع يا اللي بتقول للناس متاخدش تطعيم,Covid Vaccine,Favor,No,Neutral
2622,‘’ نعيش الفترة الذهبية للمرأة السعودية بفضل قيادة طموحة ‘’  #مشاعل_العيدان #اول_سعودية   #مهندسة #تصميم_داخلي  #عالم_مشاعل   #امير_منطقة_القصيم #الامير_فيصل_بن_مشعل  #تمكين_المرأة  #رؤية_المملكة_2030  #همة_حتى_القمه  #جامعه_القصيم      ,Women empowerment,Favor,No,Positive
2623, تمكين المراه في السعوديه حقق قفزات كبيرة ودخلت اليوم في جميع المجالات والمناصب القيادية والارقام الان تشوف شرطيات وضابطات وتشوفهم مدراء تنفيذيين في المشاريع الجديدة والارقام تثبت ذلك ولايمكنك تشويهها بصورة لانعلم حالها هل هي سعوديه او لا ..الخ و,Women empowerment,Favor,No,Positive
2624,#تمكين المرأة الكويتية.... الوتيرة تسيير ببطئ...ولكن المهم أنها مسكت الجاده ,Women empowerment,Favor,No,Neutral
2626,انا لو يخيروني اخذ التطعيم عشان اسافر ولا اتم قاعد بديرتي ... بتم بديرتي ولا اخذه ... و اذا الديرة شرطت علي اخذه فرض ... بطلع لجوء يد النصر️... #الكويت #تطعيم_كورونا #كورونا,Covid Vaccine,Against,No,Neutral
2627,الحمد لله قبل امس خذيت ٣ تطعيم حق كورونا مع ابرة الشتا!! تعبت ليلة وحده والحين حيل احسن ولله الحمدأيدي مطويةلون بشرة متوسط ​​إلى فاتحقلبين,Covid Vaccine,Favor,No,Positive
2628,#لا_للتطعيم_الاجباري51 #أطفالنا_خط_أحمر #اطفالنا_ليست_فئران_تجارب الوعي راح يوقف هالمهزلة اطفال مااثرت فيهم كورونا فجاءة طلع متحور خاص لهم وتزامن ظهور هالمتحور مع قرار تطعيم الاطفال؟ ,Covid Vaccine,Against,No,Neutral
2629,#لا_للتطعيم_الاجباري74 تطعيم الأطفال ضد فيروس كورونا المستجد هو خطر وليس له فائدة   وهو غير أخلاقي وغير ضروري. بصفتي أب   أريد أن أحمي أطفالي وبصفتي طبيب أريد أن أحمي جميع الأطفال. ,Covid Vaccine,Against,No,Negative
2630,#لا_للتطعيم_الاجباري75 أعادت أيسلندا جميع قيود كورونا بما في ذلك الكمامات   مع ارتفاع الإصابات بين المتلقحين .   يتم تطعيم 90٪ من الأشخاص فوق سن 16 عامًا.   لذا فإن جوازات سفر اللقاح ستكون بلا معنى على الإطلاق. ,Covid Vaccine,Against,No,Neutral
2631,   انا مااخذت تطعيم وانا صغيرة ولا اخذت تطعيم الانفلونزا لا صغيرة ولا كبيرة ولا اخذت ولا بااخذ بااذن الله لقاح كورونا,Covid Vaccine,Against,No,Neutral
2632, جبل طارق ١٠٠٪ تطعيم والنتيجة انتشار كورونا واغلاق وحظر   ياوزارة الكذب والتدليس ,Covid Vaccine,Against,No,Negative
2633,بيان الجمعية الأمريكية لطب الإنجاب بأمان تطعيم كورونا في السيدات الحوامل والسيدات اللاتي يخططن للحمل. ,Covid Vaccine,Favor,No,Neutral
2634, الكثير الكثيرمن العالم في مشارق الارض ومغاربها لايريدون تطعيم كورونا نرفضه والله المنجي من مصائبهم قرأت رابط يقول انه سيظهر فيروس اخر اكثرفتقاً فتق الله في من يصنع الفيروسات وينشرها ليكسب المليارات في ادويةوهمية وتطعيم,Covid Vaccine,Against,No,Negative
2635,#لا_للتطعيم_الاجباري52  اعيد و اكرر  حملني تكاليف علاجي  اذا اصابتني #كورونا  ولا تجبرني على تطعيم  لا اثق فيه .   ,Covid Vaccine,Against,No,Neutral
2636,تحول رقمي.  يا رجل التحول الرقمي هو اللي بيحل المشاكل؟ اذا معاملاتنا الإلكترونية أصلاً أصلاً ما تمشي لأنه ويكند. إذا تطبيق هويتي اللي أهو التطبيق اللي شقيتونا فيه مو معترف فيه بجهات حكومية.  والله يتكلمون بطريقة وموظفينهم يسوون عكسهم. بس كلام للصحف  بيع حچي,Digital Transformation,Against,No,Negative
2637, سبحان الله العظيم الإسلام مانهى عن أمر الا وفيه شر للإنسان الوظائف المختلطة شر ووبال وفساد للمجتمع.! قال تمكين المرأة قال.!!,Women empowerment,Against,No,Negative
2638, والله إنه الخبث الذي يحاك للأسرة المسلمة لتفككها وإفسادها والتركيز على المرأة في جميع الاتجاهات تمكين.! تمكين.! تمكين.! وليتها تعلم أنها هي الضحية.!,Women empowerment,Against,No,Negative
2639,من ضوء التحول الرقمي .. أصبحت اغلب الخدمات الحكومية التي كانت في الماضي تتطلب وقتا وجهدا كبير .. الان من السهل القيام بها والاستفاده منها في اي وقت ومكان   مؤشر اليد الخلفية يشير لأسفللون البشرة الفاتحدليل لابرز التطبيقات الحكومية   #التحول_الرقمي_المستقبل_التقني ,Digital Transformation,Favor,No,Neutral
2640, يجب وضع رسوم اكثر على التعاملات الورقيه لإجبار الناس على التحول الالكتروني,Digital Transformation,Favor,No,Neutral
2642,اليوم المرة الثالثة اللي انرفض من وظيفة واكتشف انهم وظفوا بنت   هذه ماصارت تمكين المرأة .. هذه صارت تركيب المرأة ! على ظهر الرجل   لا حول ولا قوة الا بالله والله طفشت,Women empowerment,Against,No,Negative
2643,أشارك بصوتي في دعم أهمية تمكين المرأة السعودية وعلى ضرورة تكافؤ الفرص بين الرجل والمرأة بطريقة تتناسب مع مبادئنا وقيمنا الاجتماعية والأخلاقية .  #اعتمدي_علي  ,Women empowerment,Favor,No,Positive
2644, حالات كثيرة وحذفوا بعد التهديد!!  أخوي انا في مستشفى ومركز تطعيم بنفس الوقت اعرف شخصياً من خلال العمل والعائلة اكثر من ٢٠٠ شخص أخذوا اللقاح ولا صار فيهم شي ومنهم كبار سن! غير الأشخاص اللي بشكل يومي تأخذ لقاح قدامي وماشفت أي حالة ولا سمعت بمضاعفات ,Covid Vaccine,Favor,No,Neutral
2645, تقليص الفروع اي تقليص الموظفين التحول الالكتروني وبال على طالبين الوظائف,Digital Transformation,Against,No,Negative
2646, هذا تمكين المرأة الي أزعجونا فيه وبالأخير مضيفة طيران قمة في المسخرة,Women empowerment,Against,No,Negative
2647,"""اتخذت المملكة العربية السعودية قفزات نوعية لتسريع #التحول_الرقمي وتبني أنظمة الاتصالات وتقنية المعلومات وتفعيل استخداماتها للوصول إلى مجتمع معلوماتي واقتصاد رقمي  إلى جانب تحقيق معدلات عليا من الرفاهية للمواطن والمقيم وتسهيل أمور حياتهم المعيشية."" ",Digital Transformation,Favor,No,Positive
2648,الحمدلله الذي بفضله تمم الصالحات...أمس يوم الأحد تم عقد ملتقى تمكين عمل المرأة في قطاع خدمات الحج ...الذي ركز على انجازات المرأة في قطاع خدمات الحج وتمكينها وتفعيل دورها... كما اسعدني وشرفني تواجد المطوفات الغاليات ومشاركتهم في هذا الملتقى قلبينزهرة الكرز ,Women empowerment,Favor,No,Positive
2649, تمكين المراة امر مهم للغاية فهي نصف المجتمع كما ذكر الدكتور محمد و هي المكملة للرجال في جميع امور حياته,Women empowerment,Favor,No,Positive
2651,عدد الوفيات في أمريكا انخفض جدا رغم أنها كانت من البلاد المنكوبة بوباء #كورونا  في أول مرحلة بسبب انهم عملو اضخم حملة تطعيم في العالم لدرجة إنهم كانو بيدو اللقاح للمواطنين في الشوارع والمواصلات.. بالمناسبة أمريكا عددها يفرق ٤٠٠ مليون,Covid Vaccine,Favor,No,Positive
2652, تمكين المرأة كذبة,Women empowerment,Against,No,Negative
2653, انا مع قرار حكومتنا دام صرحت بهالشي احنا معها وسمعاُ وطاعه رفع اليدرفع اليدكل الدول يتسابقون على تطعيم أكبر عدد من سكانهم واحنا مازال عندنا عقليات ضد التطعيم وتثير الشك والخوف  اذا انتي جربتي كورونا انتي تعتبرين محصنه  لكن غيرك ماجرب اذا إنتي تعافيتي فغيرك ممكن يموت.. خلاص ضمنتي حالك اهم شي؟,Covid Vaccine,Favor,No,Positive
2654,عندي بحث عن تمكين المرأة بحثت في اغلب مقالات والبحوث الموجوده بالعالم ولاحظت ان متفقين أغلب ذكور العالم ان عائق المرأة بالمناصب القيادية هو واجباتها الزوجية والاسرية وكأنها محصورة على المرأةوجه مبتسم مع عرق,Women empowerment,Favor,No,Neutral
2655,تظهر مؤشرات التقارير العالمية ريادة المملكة في تمكين المرأة، وتعزيز دورها الحيوي في مسيرة التنمية. وفي هذا اليوم نحتفي ونفخر بإنجازات المرأة السعودية، التي تسابق بها الزمن. #يوم_المرأة_العالمي ,Women empowerment,Favor,No,Positive
2657, الأراشيف والسجلات الورقية الرسمية؛ فيها الكثير من التفاصيل التي تُدرَس.  نأمل عدم تلفها مع التحول التقني.,Digital Transformation,Against,No,Negative
2658, كم نسبتهم من الذين أخذوا التطعيم في العالم الذي تجاوزوا ٨ مليار تطعيم؟؟؟ لا تربطون اي اعراض او وفاة باللقاح مباشرة فمن مات بسببه فهو من النسب الطبيعية لأعراض اي لقاح او دواء… الذين يموتون من ادوية الضغط والكلى اكثر من لقاح كورونا,Covid Vaccine,Favor,No,Neutral
2660,في #زمن_الكورونا أصبحت العقول التي تحارب وترفض #التحول_الإلكتروني في تقديم #الخدمات وتنفيذ #الإجراءات وتضع العقبات والمستحيلات؛ هي أول من نادى بسرعة التحول الإلكتروني؛ وكأن #الكورونا أتت بالحلول. فأين كنا عن هذه الطفرة الإلكترونية لتسهيل وتقليل التكلفة والجهد. #المجتمع_الوظيفي,Digital Transformation,Favor,No,Neutral
2661,   التزامن لا يساوي التوافق، تراه تطعيم ضد كورونا مو تطعيم ضد الموت,Covid Vaccine,Favor,No,Neutral
2662, وبرأيك كيف الخلاص من هذا (التخلف) إن جاز التعبير ؟! الدولة اعزها الله توجهها تمكين المرأة وجعلها كائن بشري له كامل التصرف بالحقوق التي كفلها الشرع والقوانين الإنسانية ..!,Women empowerment,Favor,No,Negative
2663,ظهر التطوُّر التقني في مجالات كثيرة جدًا! ولكن  هل من الممكن أن يجد التحوّل التقني مكانًا له في مجال الساحات القانونيّة؟ ,Digital Transformation,,No,Neutral
2664, انا ما اخذته لان المسحات كلها غلط بلسان كاري موليس مخترع البي اس ار .. ولان اللقاح مايعتبر تطعيم يعتبر تعديل لجسم الانسان يحمل جينات وشفرات وراثيه ولاسباب اخرى مايكفي ان اذكرها اهني ولان نسبة الشفاء كورونا فوق ال٩٠% فليش التهويل والاجبار عالتطع,Covid Vaccine,Against,No,Negative
2665, التحول الرقمي هو ليس حكر فقط على تحويل العمليات من اليدويه الى الالكترونيه. بل ايضاً تسهيل و تقنين الاجراءات و الربط الالكتروني.  اما الرقمنه اعتقد انه مصطلح مصطنع نتيجة تطور التقنية.,Digital Transformation,Favor,No,Positive
2666,دكتوري أخذ تطعيم كورونا .. وصار له أسبوع تعبان ومريض ما عطانا ولا محاضره .. كل يوم الصبح يدز لنا انه تعبان وحرارته مرتفعه وضغط الدم عنده نازل .. أنا حيييل متضايقه عليه .. يارب انك تشافيه وتعافيه ياربأيدي مطويةلون البشرة الفاتحبدلة القلب️,Covid Vaccine,Against,No,Neutral
2667,تحيةٌ عظيمةٌ صـادقة لهكذا عُقـول تُتقن فن التحوّل الإلكتـروني ولا تكتفي بامتطاء الإنماط التقليدية. أنِعم وأكرم بك دكتور وعسى أن نرى الجميع يسير في هذا الاتجاه  ومن فوائد هذه الأزمة أنها تخلق فينا روح صناعة البديل والتجديد. ,Digital Transformation,Favor,No,Positive
2668,  تمكين المرأة وفي نفس الوقت ملزوم ابوها بالقانون يصرف عليها لين تموت تمكين المرأة وزوجها بالقانون ملزوم يعطيها مهر ونفقة هذا يسمى فرعنة المرأة مو تمكين وهذا اعتداء على الرجل وحقوقه,Women empowerment,Against,No,Negative
2669,الحمدلله اخذت امس الجرعه الاولى  من لقاح فايزر عسى خير ان شاء الله  ونصيحتي لكم ياخوان طعموا بارك الله  فيكم والتطعيم باذن الله راح يحميك من  المرض بعد الله سبحانه  #تطعيم_كورونا,Covid Vaccine,Favor,No,Positive
2670,هل منصه كويت #مسافر  كشخه يعني  ! هل وجودها دليل على التحول الرقمي ! مو كل شي لازم نحوله رقمي يا جماعه !  مرات التحول الرقمي يصبح كابوس للمجتمع ! شنو بتغير اذا المسافر  معاه التذكره والتامين والفحص وشهادة التطعيم للمطار  ! ليش تخلون الناس مدخلين بيانات ! بدون فايده ! ,Digital Transformation,Against,No,Negative
2671,  كثرة الطلاق وتمرد البنات كله بسبب (تمكين) المرأة والله يستر من اللي جاي,Women empowerment,Against,No,Negative
2672,انجاز و نقلة اخرى تحتسب للمرأة العمانية وتطبيق فوري للتوجيهات السامية في تمكين المرأة. نبارك  وندعو لها بالتوفيق. هيفاء معروفة بكفاءتها وانجازاتها العملية في السلطنة وخارجها .  ممتاز ,Women empowerment,Favor,No,Positive
2673, اهم شي تمكين المرأة وتوظيفها حتى لو الشباب يقعدون بالبيوت,Women empowerment,Favor,No,Negative
2675, لان تمكين المرأة يعني خروجها من البيت واهمال الاسرة وتربية الابناء وهذا يؤدي الى ضياع الجيل .. كما يؤدي تمكينها الى الاختلاط الذي يؤدي الى فساد المجتمع ..,Women empowerment,Against,No,Negative
2677,صباح التميز والتقنيةوجه مبتسم بعيون قلب تزامناً مع انضمام مدرستنا لركب #بوابة_المستقبل إذاعة تضمنت عرض فيديو للتحول الرقمي تجارب و آراء ايجابية بالاضافة الى خطاب اذاعي للتعريف بالبوابة أهدافها متطلباتها وطريقةالدخول إليها اعداد مسؤولات التحول الرقمي/ أ/تهاني الصاعدي  أ/ أفنان الرحيلي  ,Digital Transformation,Favor,No,Neutral
2678,  تروح مكاتب الوساطه ويضربو عليك فلوس علشان الموعد فقط هل هذا هو التحول الالكتروني,Digital Transformation,Against,No,Negative
2679, انا مو ضد تطعيم كورونا بس انا ضد كل انواع التطعيم وجه مبتهج بعيون مبتسمة,Covid Vaccine,Against,Yes,Neutral
2680,امي تقولي ياويلك اذا طعمت تطعيم كوروناوجه يغمز بلسانمحد يحبني الا اميوجه مبتسم️,Covid Vaccine,Against,Yes,Neutral
2681,الحمدلله؛ صار من السهل جداً الوصول بكل سهولة لمصادر المعرفة المفتوحة ؛ من خلال منصّات التقنية والتي توفر مدخلاً موحداً وشاملاً للوصول لجميع المصادر المعرفية ..  وتحميل العديد من الكتب المجانية. فرصة كبيرة للاستفادة من التحول الرقمي بريق #التعليم_عن_بعد #التعلم_الالكتروني,Digital Transformation,Favor,No,Positive
2683, مع تمكين المرأة سوف يصبح هنالك عزوف عن الزواج لم يحصل من قبل فمن تمكين المرأة قد تحصلت على الوظيفه والمال والمسكن وهذي وحدها كفيلة لاكتفاء المرأة للاستغناء عن الرجل.,Women empowerment,Against,No,Negative
2684,صداااع و حراره الله المستعان وجه مع ميزان حرارةوجه بضمادة على الرأس #تطعيم_كورونا,Covid Vaccine,,No,Negative
