text,stance
الحمدلله تم تطعيم الأبناء بلقاح كورونا    #دام_عزك_ياوطن قلب اخضر🇸🇦 ,Favor
 انا مع التطعيمات بجميع أنواع والحمدالله انا اخذت لقاح كورونا والله بخير وصحه انا كان كلامي استغرب من المعارضين لتطعيم كورونا مع انه نطعم الاطفال وكلنا ثقه بتطعيمات الان ليش الخوف من تطعيم مع انه الإيجابيات أكثر من سلبياته,Favor
 المناعه المجتمعيه صارت اكثر من ٦٠٪ صار فيهم كورونا   وبعدين كورونا مرض عادي صار فينا وطبنا  كل بيتنا وهلنا وقرايبنا وجميعهم تعافوا والامر بسيط جدا بدون تطعيم ولا احد فيهم تطعم   والان صار عندهم مناعه طبيعيه من الخالق سبحانه   خلاص ما نحتاج تطعي,Against
إصابة وجرعتين تطعيم  يعني يا كورونا لا أشوفك قداااامي.,Favor
 الله يعافيك حبيت أسال تطعيم كورونا الزامي علينا كمعلمات  وأنا لا ارغب بالتطعيم,Against
الوباء انتهى. #كورونا ما ياخذ لقاح الا غبي..  تخيل اخذ تطعيم وانا متعافي. واحقن جسمي بمواد غريب ضاره #فايزر  هدف اقتصادي وسياسي واكثر مما تتوقع ,Against
#لا_للتطعيم_الاجباري59 #لا_للتطعيم_الاجباري60 الكثرة لم تكن في يوم من الأيام مقياس للصح والخطأ. وفي القرآن الكريم الكثير من الشواهد على ذلك. لو تم تطعيم ٧ مليار إنسان بسموم كورونا  فلن أكون واحد منهم بإذن الله. ,Against
 اخت نداء الهند ٣ ألاف موتى يوميا من كورونا و نفس الشي او اكثر في البرازيل يموتون يوميا و الاصابات تتعدى ٨٠ الف برازيلي النظام الصحي عندهم و في الهند انهار تماما لم يعد لديهم أكسجين و انتي تخرعين الناس من تطعيم مفيد ١٠٠ ٪ حرام عليج و خزي و ع,Favor
   في اميركا  1976 قامت الحكومى بحملة تطعيم  لقاح انفلونزا الخنازير قالت انه آمن رغم علمها اضراره على الصحة ودفعت تعويضات  ونفس السيناريو مع  كورونا  ,Against
#لا_للتطعيم_الاجباري140  الهدف وراء الدراسة الحضورية هي إقناع الاهالي والطلاب والطالبات بان حضورهم للمدرسة جعل من متحور كورونا أشد شراسة من اجل ان يأخذوا الجرعة الثالثة انتم واهاليكم هذي بتكون الكذبة التالية لوزارة التعليم وبيكون شرط استكمال الدراسة تطعيم الاهالي هذا الهدف الاصلي,Against
  يا سيده اهم معطينج تطعيم انفلونزا وانتي صغير لكن للآن تصير فيج لكن ماتأذيج كثييير لدرجه توصلج العنايه المركزه بعيد الشر عننا جميعاً وتطعيم كورونا كذلك هو يحمي من بعد الله ان يبعدج عن المستشفى والعنايه وتصير حالها حال الانفلونزا الي قعد تصي,Favor
 انا ما اخذته لان المسحات كلها غلط بلسان كاري موليس مخترع البي اس ار .. ولان اللقاح مايعتبر تطعيم يعتبر تعديل لجسم الانسان يحمل جينات وشفرات وراثيه ولاسباب اخرى مايكفي ان اذكرها اهني ولان نسبة الشفاء كورونا فوق ال٩٠% فليش التهويل والاجبار عالتطع,Against
  وش التطعيم الى يسمح للمرض بدخول جسمك ؟؟  عمرك سمعت عن تطعيم تأخذه ويجيك المرض .. اذا سمعت هات مثال  كورونا كلها عبارة عن حرب بيلوجية بين الدول العظمى .. وكل بلد عدلت على جينات الفايروس هي الوحيدة التي تملك العلاج والتطعيم منه .. أخبرني عن عدد الوفيات في الصين .,Against
 حفظنا الله تعالى في السنتين اللي طافوا بدون كمام ولا تطعيم ولا تباعد وهذا خير دليل ان المناعة الطبيعية تعمل ضد كورونا ومتحوراتها بشكل فعال وآمن أكثر من التطعيمات   السؤال اللي يطرح نفسه: إلى متى سيستمر مسلسل الجرعات التنشيطية؟ وهل بعد #الج,Against
  دول توقف اللقاح ودكاتره اتحذر من اللقاح. ودول تفتح كل شي بعد تطعيم نسبه قليله جدا ودول بدون لقاح ودول ولاتدري عن كورونا اصلا مثل مصر واليمن وسوريا وغيرها واجد. وهذولا لازم يطعمونا كلنا. والله مايقدرون. ,Against
  او الخيار الامثل .. دعوه للتفكير  !! انك ما تاخذ اي تطعيم تجاري .. واذا حاشتك كورونا تشفى بنسبه 99.8% من جهاز المناعه اللي خالقه لك الله والحمدلله او يمكن تموت بنسبه اقل من نص الواحد %.. حسابيا احسن من 2.3% !! وصحيا افضل من دخول  ,Against
#لا_للتطعيم_الاجباري #لا_للتطعيم_الاجباري194 #لا_لتطعيم_الاطفال #لا_لجواز_التلقيح #أطفالنا_خط_أحمر #الجرعة_التنشيطية مؤشر اليد الخلفية مشيرا إلى اليسارلون البشرة الفاتحجرعة الموت ,Against
#لقاح_كورونا المثير للجدل والشبهات.. سيكون جواز سفرك نحو العالم! لا حياة للبشر دون تطعيم واخذ لقاح #كورونا.. هكذا يريدها شياطين الأنس. ,Against
تكفون اعطوني رأيكم بكره الخميس موعدي تطعيم لقاح كرونا اخذ اللقاح ولا مانخذه  انا متردد  وخايف يفتحو السفر يقولو لابد من أخذ اللقاح  عطوني تكفون رأيكم,nan
#تطعيم_كورونا تم اليوم التطعيم وبدون ألم أو مضاعفات ولله الحمد,Favor
#نعود_بحذر  #تطعيم_كورونا   ياجماعة الخير روحوا تطعموا طلبناكم تطعموا ,Favor
  خلينا من اللقاحات .. من اول ماطلع كورونا قالو مايضر الاطفال ومايصيبهم واذ صابهم شي خفيف  ف محيطك سمعتي ب طفل مات من كرونا او دخل عنايه او تنوم ب مستشفى ؟؟؟؟؟؟؟ ليش يلقحونهم ب سموم ترا لو تعرفين مكونات تطعيم الاطفال المعتاده ماطعمتي عيالك,Against
وخذنا الجرعة التنشيطية. أيدي مطويةلون البشرة الفاتح  وطعّمنا حبّات القلب. قلب أحمر  #يدا_بيد_نتعافى #لقاح_كوفيد_19  ,Favor
   عزيزي تقدر تبحث الحين من اي موقع لاي وزارة صحة بالعالم 80% من الدول المجاورة والغير مجاورة الغت جميع قيود كورونا بدون ماتوصل حتى الى نسبة 70% بالتطعيم ابسط مثال الكويت جنبك الغت كامل القيود ورجعت الحياة طبيعية بعد مطالبات الشع,Favor
وزارة الصحة الكويتيه بدأت اليوم بتوضيح حالة تطعيم المتوفين رحمهم الله من مضاعفات كورونا في إحصائيتها اليوميه ممتازلون بشرة متوسط ​​إلى فاتح  #نعم_للتطعيم ,Favor
"باختصار  لا لا لا للـ تطعيم باللقاحات ""التجريبية"".  #لقاح_كورونا  #تطعيم_كورونا",Against
#عمان_تواجه_كورونا معادلة صعبة للغاية التزام المواطن والمقيم يتبعه برنامج تطعيم طموح وواضح والأهم من هذا نرفع اكف الضراعة لله ونرجو رحمته بأن يرفع عنا هذا الوباء ويرحمنا برحمته الواسعة اللهم اكشف عنا الضر وانت ارحم الراحمين اللهم اكشف عنا الضر وانت ارحم الراحمين ,nan
تطعيم ضد #فيروس_كورونا لمرضى #السكري   جولة دبوسيعتبر مرضى #السكري من الفئات المستحقة للتطعيم ضد #فيروس_كورونا المستجد ، لأن ضعف جهازهم المناعي يجعلهم عرضة للإصابة بعدوى #كوفيد١٩ ومضاعفاتها الخطرة أكثر من غيرهم   #خذ_الخطوة_خذ_اللقاح  #نتعاون_مانتهاون  #مركز_الطب_المتقدم #الرياض,Favor
  فعلا تخلف قرار مجلس الوزرا انا مابي اطعم كيفي هالشي من حقوقي اللي لازم تضمنهم لي الدولة يتوسل وجههالشي ضد حقوق الإنسان     من متى الانسان يُعاقب لمجرد رفضه تطعيم ضد مرض معين   لااا والمشكله وايد ناس اعرفهم حاشتهم كورونا بعد التطعيمتين وجه مبتسموجه مبتسم,Against
 اخذو القاح وقبل لاتاخذونه عمل تحليل اجسام مضاده وسوو مسحه قبل اخذ لقاح وتوكلو على سبحانه #الكويت_تستحق_الأفضل #تطعيم_كورونا,Favor
 لا لا لا مو ناااااوي أصلا وفصلا... وإن شاء الله لن أخذها ما لم يلزموني بها إلزاما شديدا.. كيف نأخذ تطعيم هو وليس لقاح أصلا، لأنه لم يخضع للإختبارات الكافية ليرقى لمستوى التلقيح؟؟!!!!,Against
وزارة الصحة تحدد مواعيد تطعيم كورونا خلال شهر #رمضان    - أرض المعارض من 10 صباحاً إلى 5 عصراً  - جسر جابر والرعاية الصحية الأولية من 8 مساءً إلى 12 منتصف الليل ,nan
تم التطعيم ولله الحمد   #تطعيم_كورونا  #oxfordvaccine   #متى_نسافر ,Favor
 حتى الأجنه لها تطعيم والله اني مدري إلى إذا كان كورونا له 50 سنة موجود ولا 100 على شان يمدي يسوون لقاح حوامل :على الله مقدر المقادير,Against
  مافيه تطعيم بالعالم يحمي ١٠٠٪ ولا يقوله مسلم  كل شي بأمر الله  لكن كورونا وكل التطعيمات تعطيك حمايه بنسبة كبيرة وتقلل نسبة المخاطر والاصابة هذا كفيل اننا نتجه للتطعيم  وتفعل بالأسباب انا طعمت بالانلفونزا وأصابني لكن خفيفة هنا العبرة هل احارب التطعيم؟ واقول كذب,Favor
أشكر منسوبي مستشفى أضم العام على حسن التنظيم والاستقبال المميز في تطعيم كورونا وعلى سلاسة الإجراءات وسهولتها فجزاهم الله خيرا على التنظيم الرائع #كورونا ,Favor
  نفس فكره تطعيم الانفلونزا تاخذيه علشان تجيك الاعراض خفيفه وم تطيحك وتقوى مناعتك .. كدا لقاح كورونا يقوي مناعتك,Favor
 يحمي من شنو بالضبط! وناخذ تطعيم واحنا سليمين ليه! وعساها واقفة على وحدة او ثنتين او كورونا بس! طيب دام حنا واصلين للمتحورات والتطعيمة الثالثة ياليت تريحونا من سالفة الحماية لان ماراح تفيد واحنا عارفين وانتو عارفين انها مش واقفة على تطعيمتين! وشكراً,Against
 أنا المناعة عندى كانت الحمدلله قوية والبرد يجيلى فى الشتاء من ٢ ل ٣ مرات لحد رمضان اللى فات جاتلى كورونا واخدت ٣ جرعات اللقاح والبرد مش سايبنى تقريبا بس لو تطعيم الانفلونزا ممكن يحل الموضوع كده اجربه ان شاء الله,Against
حكومة النمسا 🇦🇹 تقرر ألغاء جميع اشتراطات كورونا بدون فحص وبدون شهادات تطعيم تدخلها مثل قبل الجائحه تقرير سياحي كامل عنها مؤشر اليد الخلفية يشير لأسفللون البشرة الفاتح ,nan
تطعيم كورونا كانهم حاطين لي هواء مو تطعيم ماامداني اجلس الا قالت لي خلصنا  سحب الدم احس فيه أكثر،الله ينفع به بدلة القلب️,Favor
ياخذون ادوية الدنيا والدين بدون علم الموافقة الدوائيه او المنطمة الغذائيه عادي .. يغزون ابر فيلر وبوتكس مايدرون شنو مكوناتها عادي .. بس ياخذون تطعيم كورونا لاااا ومؤامرة وماعليه دراسات كافية وماوافقت عليه المنظمة الغذائية .. سبحان الله   #التطعيم #التطعيم_واجب_وطني,Favor
 الزول الجاي زيارة   لازم فحص كورونا او كرت تطعيم ولا لا ؟؟,nan
  اليوم اخذت الجرعة الثالثة من تطعيم كورونا في مركز المعارض في الرياض ووجدت نفس التنظيم الممتاز والنظافة ونفس حسن الاستقبال والاهتمام الذي وجدته في الجرعة الأولى . شكراً لقيادتنا وشكرا معالي الوزير وشكرا لجميع منسوبي الوزارة وخصوصا العاملين في مركز المعارض.,Favor
طبيب ايطالي يكشف اكاذيب جائحة كورونا و اهدافها الخبيثة  لاجل تطعيم الناس لاجل تخفيض عدد السكان   ,Against
لوقاية أطول ولحماية أشمل خذ الجرعة الثانية .  #تطعيم_كورونا #مناعة_مجتمعية #كورونا_الكويت ,Favor
 أخذها وناخوك   لان كما سمعنا قبل فترة ان الجميع راح ياخذ الجرعة التنشيطية الثالثة لتزيد مناعتك  وبعدها راح تكون الجرعات تعطى مرة واحدة بالسنة ليصبح حالها حال جرعة الانفلونزا الموسمية التي ناخذها مرة واحدة كل سنة!!,Favor
  روح طعم عيالك وشوف شيصير فيهم عشان شنو؟ عشان انفلونزا! عشان شنو؟ عشان نسبة شفاء ٩٩.٦ ٪ عشان شنو؟ عشان جرعة ورى جرعة ورى جرعة وماراح تخلص! عفوًا أخوي متى تستوعب حجم كذبة كورونا؟ الوفيات من كورونا كلها تحصل بالمستشفيات! شنو يسوون لهم؟ العلم عند الله! تأكد لا تطعيم ولا غيره يحميك,Against
#التطعيم ضد فيروس #كورونا هو السبيل بعد لطف الله للخروج من الجائحة..  نجحت #جبل_طارق في تطعيم 95% من السكان البالغ عددهم 32 ألف نسمة وتم رفع أغلب الإجراءات الاحترازية والعودة للحياة الطبيعية تقريباً وتتطلع الدولة لاستقبال السياح في الصيف.  #نعم_للتطعيم زر علامة الاختيار  ,Favor
تعليم وصحة شقراء تبدأ الخطوات الفعلية لحملة تطعيم كورونا حسنا اليدلون بشرة متوسطممتازلون بشرة متوسطالتصفيقلون بشرة متوسطالتصفيقلون بشرة متوسطالتصفيقلون بشرة متوسط ,Favor
  التطعيم مايمنع الاصابه بالمرض لكنه يمنع باذن الله من الاعراض القويه الي تدخل المصاب للعنايه الفائقه .. تطعيم الانفلونزا كل سنه والعالم تصاب بالانفلونزا لكن الاعراض تجي بسيطه لان كورونا والانفلونزا تجي من فايروسات .. التطعيم يقلل الاعراض عند الاصابه لكنه مايمنع الاصابه بالمرض ..,Favor
هناك فرق بين حملة التطعيم وحملة التوعية بفوائد التطعيم ... التطعيم حق اختياري وأي مساس بحرية الوالدين في أخذ أبنائهم تطعيم كورونا من عدمه سيلحق المسؤوليه بمرتكب الخطأ لذا جرى التنبيه..     ,nan
اليوم راجعت مركز تطعيم كورونا فى محافظة الرس وتم اعطائي اول جرعة من اللقاح  فلقيت من كافة الكوادر والأطقم الطبية  بشاشة الوجه وحسن الأخلاق والخدمات والترتيب والنظافة المميزة لذا اتوجه لهم جميعا بارقى عبارات الشكر والتقدير .,Favor
 سؤال: لماذا تطعيم كورونا إجباري في المملكة والكويت للسفر مع إن منظمة الصحة توصي بعدم إجبار أحد؟,Against
الناس السافرت عُمرة رمضان .. هل شهادة تطعيم كورونا مطلوبة ؟؟ #اسأل_تويتر,nan
مو ملاحظين ان الحالات بازياد   من بدت الناس تاخذ تطعيم كورونا !!!  شسالفة وجه مفكروجه مفكروجه مفكروجه مفكر,Against
 هههه  من قال لك أن تطعيم جرعتين يقي من كورونا ؟!! ليتك تكلمت عن الإلحاد فقط ولم تشبه بالتطعيم !!,Against
أصلاً لا يوجد أى لقاح أو أى تطعيم له فائدة .. بالعكس .. ولا يوجد شخص يعلم محتويات اللكاح ,Against
 تطعيم كورونا بدون حضور  جرعه اولى  جرعه ثانيه جرعه ثالثه جرعه رابعه  عمر 50 الاتعاب بعد الانجاز بذمتك,nan
 العلماء يجلسو سنين عشان يطلعو دواء او تطعيم عشان يحارب المرض و يفيد العالم وتجارب كتير وانتو ماشاء الله في كم شهر طلعتو تطعيم الاولى والثاني ودحين الثالث !!!! ايش قوة الابداع اللي فيكم قولو انكم مخدين فينا تجارب ياتصيب يا تخيب ترا الناس مهي م,Against
 عجبا، مرة يقولون لقاح استرازينيكا غير فعال و تارة يتهافتون عليه، ما الأمر، و لماذا دول كثيرة علقت تطعيم مواطنيها بهذا اللقاح...؟ أم صارت نكهة السياسة تلقي بضلالها حتى في مجال تسويق الأدوية و اللقاحات...!,nan
    تلقيت الجرعه الاولى من تطعيم اكسفورد لفيروس كوفيد-١٩بصالة ارض المعارض .. شكراااا من اعماق القلب لكل العاملين بمركز التطعيم على جهدهم المتميز ..على ابتسامتهم ورحابة صدرهم ..على سرعتهم ودقة عملهم بدلة القلب️ اللهم ارفع عنا هذا ,Favor
أنا أشك في مصداقية الحكومه في عدد الاصابات ب #فايروس_كورونا وأعتقد هذه الارقام غير حقيقيه وتريد الحكومه إجبار المواطنين علي  أخذ التطعيم عنوه وخوف بعد عزوف عدد كبير منهم عن أخذ تطعيم #كورونا  .,Against
  فيها ناس تطعموا مرتين وجتهم كورونا ما منع التطعيم بشيء نسبة الي ماتوا من كورونا ما يتجاوز ٢ % ومشكوك في الرقم واغلب الي ماتوا من امراض مزمنه او كبر في السن واجبار الناس على تطعيم غير انه تجريبي ولم يثبت فعاليته ؟؟؟؟,Against
 ترى نص الموجودين مأخذين شنو تعب فيه عادى كل لقاح الجسم يفرز اجسام مضاده تهاجم هذا رده فعل الجهاز المناعى حتى تطعيم اليهال يصير فيهم سخونه يوم ويروح,Favor
#لا_للتطعيم_الاجباري  الا الجهاز المناعي وش وظيفته!! محد معترف فيه!! هو الي بعد الله يحمينا ترا نقدر نرفع المناعه بدون تدخل تطعيم يعني الحين التطعيم هو بس الي يرفعها ويعززها وغيره لا  صار الحل الأمثل لقاح تجرررررريبي,Against
الجرعة الاولى الله يعز حكومتنا شكراً وزارة الصحة على التنظيم الرائع الله ينفع فيه 🇸🇦قلب أحمر️قلب أحمر️قلب أحمر️أيدي مطويةأيدي مطويةأيدي مطويةأيدي مطويةأيدي مطوية #تطعيم_كورونا ,Favor
 اولا واخيرا   نحمد الله على عودة الحياة لطبيعتها ونشكر ايضا القيادة العظيمة على كل ما بذلت من حماية المواطن والمقيم بعد الله وكل من ساهم في تطعيم ضد كورونا وكل الشكر للأبطال الذين ساهموا ايضا وكان الجزء الكبير في تطعيم ضد كورونا,Favor
 الحمدلله خايفة من تطعيم كورونا  نطعم ولا لا؟,nan
  اغلب الناس من بعد كورونا بدت تستوعب انه خلقه ربي ومناعة الانسان اقوى من اي تطعيم,Against
  لماذا لم يتم تطعيم الضباط العسكريين والافراد الجنوبيين من وباء كورونا ؟؟!!,nan
 الكلام كان عن تطعيم الاطفال ب اللقاح و التطعيم الخاص ب فيروس كورونا انت تدري ان مناعة الاطفال قوية جدا بفضل الله سبحانه وتعالى وانهم لا يحتاجون لقاح ضار اتمنى لما تقرا تشغل عقلك وتركز وتستوعب الكلام المكتوب مشكلتك عندك ضعف بالاستيعاب والفهم النقا,Against
سنتين ما تنومت أختي بمستشفى و منتظمة على علاجاتها و محافظة على احتياطات السلامة عشان ما يصير فيها كورونا و تتعب و  تتنوم بالمستشفى   لكن بعد أول جرعة تطعيم في فبراير نامت شهرين بالعناية المركزة #ارحل_يا_باسل,Against
"""  تلقيت اليوم الجرعة الأولى من اللقاح المضاد لفيروس #كورونا الله ينفع بها يارب والف شكر لحكومتنا الرشيده 🇸🇦  شكرًا #وزارة_الصحه على التنظيم الرائع    وكذالك الشكر موصول لجميع العاملين في مركز تطعيم اللقاح بفندق الهيلتون بمدينة #الرياض",Favor
 اقسم بالله لن ينتهي كورونا لو يتم تطعيم جميع العالم   يجب ان نتعايش معه,Against
  قبل كانت الجرعه الثانيه من اسباب تفشي كورونا لكن الان صارت الجرعه التنشيطيه لكن اقسم بالله ما أخذها,Against
 ٤ مرات كورونا و للحين بتاخذ تطعيم !!  معقولة عقول هالبشر ممسوخة الى هذي الدرجة !!,Against
  من نولد كلنا وحنا نطعم معك كرت تطعيم طويل عريض الحين خايفه من تطعيم كورونا,Favor
 ليش مافيه تطعيم اجباري على الانفلونزا الموسميه مع العلم ان اللذين يموتون منه اكثر من اللي ماتو من كورونا وجه محايد,Against
  تطعيم اطفالك من أمراض تمت دراستها و اخبارها سريرياً ما يتقارن مع لقاح ما تم اختباره في فرق   و حتى انته كولي أمر تطعيم اطفالك ضد بعض الأمراض اختياري مش اجباري على حد علمي,Against
 خذوا كل هالتطعيمات وعادي بس وقفت على تطعيم كورونا اللي بهالظروف يعتبر أهم تطعيم ,Favor
مبدئيا كل شخص حر تماما في أنه يحصل على التطعيم أو لا، حركات رفض التطعيم منتشرة في العالم كله من أول رفض تطعيم الأطفال لحد رفض تطعيم كورونا فدي مش حاجة جديدة، برضوا من حق الأطباء انهم يوافقوا أو يرفضوا انهم يتطعموا بشكل عام طالما موقفهم الشخصي ده مش هيتأثر بيه المرضى,nan
"سالفة كورونا تحوش المطعمين الدكاترة قايلينها مليون مرة مو أنتوا صايدينها عشان كل يومين تتطنزون بهالموضوع  خذيناها و احنا عارفين هالمعلومة محد غشنا  و الجرعة الثالثة ما تعني ""فشل"" اللقاح.  لازم تطعيم مع + التزام عشان نخلص  التطعيم وحدة لا يكفي وهذا ماله شغل إنكم تشككون بفعاليته",Favor
   مدري اشلون تفهمون اكيد بيجي كورونا دام نص الشعب مو متطعم وينقل للمرض لو تبطلون هبالات والكل يتطعم خلاص مابيجي احد زيه زي الحصبة ترا لما الكل تطعم ماعاد جت وللحين تطعيم الحصبة مستمر بس فالحين تخويف واشاعات,Favor
صيدلي فى أمريكا حقن طفلة عمرها 4 أعوام عن طريق الخطأ بلقاح كورونا بدلا من تطعيم الإنفلونزا  ولم تعان الطفلة كوليت من أي آثار جانبية كبيرة حتى الآن.,Favor
مدري ليش فجاة غيرت رايي بشان تطعيم كورونا  ناوية اخذها ان شاء الله واحجز لي دور وعلى الله فليتوكل المتوكلون,Favor
#بالعامية  على بالي اكتب بالعامية  يمكن لانه الموضوع  يخص حياتنا اليومية بدون لف ودوران  راح اتكلم دغري  عن تطعيم كورونا  الي ما سجلوا ايش تستنوا ما عرفتلكم ايش تبغوا  حكومتنا الله يحفظها لنا  ما سمحت يدخل ارضنا الا  لما اطمنت عليه وعلينا يلا يا جماعة بلاش تأخير سجلوا خلينا نفرح,Favor
 شنو هو الحلم؟  اجبار الناس على شي اهم ما يبونه؟  يا تطعيم ولا ما راح تحصل خدمات   لا نقص على روحنا ونقول اختياري، هاذي اجباري بطريقه غير مباشره   اليوم لقاح، وباجر ما ندري شنو  بغض النظر عن السبب، هاذي حق للشخص اتخاذ القرار فيه  ومافي بند قا,Against
الحمدلله حجزت تطعيم كورونا على يوم الراتب ٢٧ الله يجعله برد وسلام على جسمي ولا يضرني اي شي,Favor
أخدت تطعيم #كورونا وشجعت كل اللي أعرفهم ياخدوه بس أنا ضد شغل الحكومات القذر في حبس الشعوب والحد من حرية تحركهم بل ومراقبتهم. صديق مقيم في أستراليا وصل #مصر بعد حبس سنتين وشوية تقريبا لإن القارة قفلت علي نفسها تماما! سيناريو مريب ماكنتش حأصدقه لو إتعمل فيلم.,Favor
#كورونا شهر يونيو هو شهر بداية الإنفراجة بإذن الله تعالى  أتوقع إنكسار ذروة الموجة الثالثة خلال الشهر القادم بناءآ على عوامل وشواهد عديدة منها إقبال ملحوظ على تلقي اللقاح بالإضافة إلى أن عدد كبير من الشعب أصيب بالڤيروس وكلاهما يعطي مناعة مؤقتة تجعلنا نسرع في تطعيم أكبر عدد ممكنمؤشر اليد الخلفية يشير لأسفل,Favor
اللقاح راح يوصل خلال ٣ أشهر ... ونخلص تطعيم للمواطنين خلال ٦ اشهر يعني باذن الله شهر ٩ تقدرون تسافرون وناخذ التطعيم كل سنه لان كورونا هانم بتعيش معانا نفس الانفلونزا,Favor
 مافي تطعيم او لقاح ضد المدام ,nan
#الحمدلله من قبل ومن بعد تم تطعيم #الجرعه_الثالثه ونسأل #الله العافيه والسلامه  #نعم_للتطعيم ممتازلون البشرة الفاتح #كورونا ,Favor
دكتوري أخذ تطعيم كورونا .. وصار له أسبوع تعبان ومريض ما عطانا ولا محاضره .. كل يوم الصبح يدز لنا انه تعبان وحرارته مرتفعه وضغط الدم عنده نازل .. أنا حيييل متضايقه عليه .. يارب انك تشافيه وتعافيه ياربأيدي مطويةلون البشرة الفاتحبدلة القلب️,Against
حمدلله اخذت جرعه باقي الثانيه بس السؤال هما ليش يطعنونا بالابره زي الخنجر مو زي تطعيم الانفلونزا بشويش  يتدحرج على الارض من الضحك  #اخذتم_لقاح_كورونا_والا_باقي,Favor
   مشكلة عدم التطعيم هي ان يكون الشخص حاضن للفيروس وقد يتسبب ذالك مع الوقت بضهور سلالات للفيروس لا يمكن صنع لقاح لها في الوقت المناسب اسلم حل في رائي هو فرض تطعيم اجباري. فرض حجر علي من لم يطعم. من يمتنع عن التطعيم ولا يرغب في الحجر يحقن ب فيروس كورونا بدون عناية طبيه علي مسؤوليته,Favor
 مع الأسف صار التطعيم اجباري...والشخص بدون تطعيم كأنه ميت  #كورونا,Against
#وزارة_الصحة  مجمعات و مطاعم و وظيفه و كل انواع التهديدات لا تهمني  جسدي ملكي و تطعيم ماراح آخذ لو تنطبق الارض عالسما  و من الآخر يا قاتل يا مقتول ..  وصلنا مرحله الموت ما يخوفنا و بنشوف آخرتها #لا_للتطعيم_الاجباري38  #لقاح_كورونا  #ساحة_الإرادة,Against
دول لم تقم بحملات تطعيم نسبة الاصابات فيها متدنية ودليل  على خدعة كورونا  عدد سكان تايوان ٢٣ مليون  الاصابات فيها حوالي 1039   لو كان هناك وباء لكانت الوفيات بالملايين  وليس. ١٠ اشخاص   ,Against
الجرعة الثالثة من تطعيم كورونا تمت العضلة ذات الرأسين المرنالعضلة ذات الرأسين المرن الحمدلله,Favor
زر علامة الاختيارdone  تنظيم رائع وجهود مشكوره أيدي مطوية لكل القائمين بمركز الكويت للتطعيم .   #لقاح_كوفيد_19 #تطعيم_كورونا ,Favor
  من اول يوم لطفلك في هذي الحياة حتى صار عمره سنتين او ثلاث هو ياخذ تطعيمات لأنواع عده من الأمراض. والحين بترفض تطعيم كورونا!!!!,Favor
لا تتردد وبادر فورًا بأخذ تطعيم #كورونا من أجل أهلك ومجتمعك. #اللقاح_طريقنا_للتعافي بدلة القلب️. ,Favor
 البدء بخطة الجرعة التنشيطية يجب ان تفعل حالاً لتجنب الموجة الثالثة  والبدء بأصحاب السن المتقدم والامراض المخفضة لجهاز المناعة سواء بسبب المرض او بسبب الأدوية,Favor
كل ما افتكر إني مضطرة اخد تطعيم كورونا تاني قلبي يتقبض,Against
اللهم انفع فيه ورفع عنا هذا الوباء والبلاء راحة اليد معالون بشرة متوسط ​​إلى فاتح #تطعيم_كورونا,Favor
#تطعيم_كورونا سؤال محيرني.. الي يبغى يتطعم ليش زعلان من الي مايبغى يتطعم .. يااخي تطعم وانت ساكت وعليك بالف عافيه ..كل انسان حر وهو يقرر ايش الي بيدخل جسده .. صرنا في عصر الاستعباد الجديد استهجنلون البشرة الفاتح,Against
"المذيعة تسأل رئيس شركة #فايزر : لماذا لم تتلق تطعيم كورونا حتى الآن؟ ويرد: ""أنا أبلغ من العمر 59 عامًا وبصحة جيدة ولا أعمل في الخطوط الأمامية. لذا فإن التطعيم لا يُنصح - يوصى - به بالنسبة لي! ",Against
   القهر انه يرغمك تطعم اطفالك اللي توّهم متعافين وأخذو الفايروس واتعافو وأمورهم طيبه وبعدين يقولك هنطعم فوق ال١٨ فقط وبعدين يقول لا لا فوق ال١٢ وبعدين من يومين يقولو يجوز تطعيم الاطفال فوق ٥ سنوات يااما مايدخلوهم مدارسهم ولا اختب,Against
 الناس اللي بتحكي اللقاح مؤامرة ورح يموتو لو اخدوه ، يعني خايفين يموتو من اللقاح ومس هايفين يموتو من الفايروس!، بعد لقاح زي اي تطعيم كنا ناخده واحنا صغار ضد الامراض ، الله يهديهم اللي بفكرو غلط,Favor
#تكاتف_الشعب_السعودي  ايها الامه،، امة محمد،، متى مارجعتم لله بتوبه خالصه رفع كورونا  بلا عقاقير ولا تطعيم .  ترى التوبه ماتكلف شئ التطعيم يكلف مليارات.,Against
تطعيم لا يحمي من كورونا  وايضا لا يحمي من نقل كورونا  وايضا نسبة الشفاء عالية جدا تتجاوز ٩٥٪  لماذا تقطع ارزاق الناس بسببه ؟ #لا_للتطعيم_الاجباري150,Against
"قطر الشقيقة طبقت بعض الاجراءات التحفيزية للتطعيم وتلقي اللقاح ضد كورونا وكان لها اثر ايجابي على اقبال الافراد  منها السماح بالسفر بعد تلقي الجرعة الثانية من التطعيم.. حقنة  ""قرار يساوي الف قرار وحملة تطعيم""  #نعم_للتطعيم زر علامة الاختيار #تطعمنا_بنسافر زر علامة الاختيار",Favor
 مفيش اي منطق في اجبار الناس علي تطعيم لا بيمنع الاصابة و لا بيمنع إنتشار المرض. بعدين التجاهل التام للمناعة الطبيعية اللي اخدوها كل المتعافين من كورونا شيء مريب.,Against
 صدقت هذه فيروسات اشد من كورونا تحتاج تطعيم ضدها,Against
